HoldingDetailID,LeaseType,LegalDescription,GISGlobalId,ApprovedforProd,CountyName,Acres,MineralsLeaseID,AuctionUnitID,LeaseNumber,MineralsAuctionDate,MineralsAwardDate,GrossAcres,NetAcres,TractNumber,MineralsAuctionID,TrustName,LocationDescription,Township,TownshipDirection,Range,RangeDirection,Section,QuarterDescription,Meridian,STRM,HoldingDetailTypeID
D535AD85-9F96-E011-82A2-00155D28E806,Short-term Commercial,1 AC IN THE SW/4 NW/4 SW/4 SEC 16-18N-03EIM; BEG APPROX 1700'N OF THE SW/C; TH 209'E; TH 209'N; TH 209'W; TH 209'S TO POB. (OUT OF AG LS 100345),{9CCC1403-8A47-41C4-89D4-8FCF84BAA28B},00:00.0,PAYNE,1,NULL,D435AD85-9F96-E011-82A2-00155D28E806,105708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Mehan Rd and Hwy 177, 3 miles East and 1/2 mile South to NW corner of lease",18,N,3,E,16,SW,I,16-18N-03EIM,3
9533A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,NE/4 of Sec 16-11N-04W more particularly described as produced through Water Well No. 6509 spot located in the NE/4 NE/4 NE/4 WATER RIGHTS ONLY - surface rights subsequently sold,{84127090-2A1C-41A4-993C-56ECABC4BFDD},00:00.0,OKLAHOMA,0.1,NULL,9433A58B-9F96-E011-82A2-00155D28E806,105716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Located at SW corner of intersection of SW 29th & MacArthur,11,N,4,W,16,NE,I,16-11N-04WIM,3
9B33A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,SE/4 of Sec. 16-11N-04W more particularly described as produced from wells spot located at the SE/4 SE/4 SE/4 and NE/4 NE/4 SE/4 - WATER RIGHTS ONLY - surface subsequently sold,{84127090-2A1C-41A4-993C-56ECABC4BFDD},00:00.0,OKLAHOMA,0.3,NULL,9433A58B-9F96-E011-82A2-00155D28E806,105716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From SW 29th & MacArthur, South on MacArthur 6/10 mile on West side of road",11,N,4,W,16,SE,I,16-11N-04WIM,3
AA33A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,two 0.06 acre parcels located in the N/2 N/2 N/2 N/2 of Sec. 16-5N-23E Well 1: more particularly described as centered on a spot location 1016.57' East of the NW corner and Well 2: more particularly described as centered on a spot location 2627.29' East of the NW corner,{8702420D-7BA6-4DA5-A06C-C855F1F4E8E2},NULL,BEAVER,0,NULL,A933A58B-9F96-E011-82A2-00155D28E806,105720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From West edge of Forgan, 1 1/2 miles West to NE corner of property",5,N,23,E,16,N2,C,16-05N-23ECM,3
C233A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,"8.0 AC M/L IN NE/4 SEC 16-21N-01WIM; APPROX. 600' OF NE/4 NE/4, EXLUDING APPROX 1.009 AC IN THE NE/C OF THE TRACT BOUNDED & SEPARATED BY THE HIGHWAY AND R-O-W, SUBJ.",{330A8E83-1E9A-4A0E-ADA4-35E3A5FAAE3E},00:00.0,NOBLE,8,NULL,C133A58B-9F96-E011-82A2-00155D28E806,105728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Located at NW corner of 15th Street and Fir Street or Hwy 64 in Perry,21,N,1,W,16,NE,I,16-21N-01WIM,3
C933A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,0.10 AC IN THE SE/4 SW/4 SW/4 SEC 16-19N-3EIM; SIGNBOARD SITE.,{0BF38356-74D2-4B5D-9905-5A0576576898},00:00.0,PAYNE,0.1,NULL,C833A58B-9F96-E011-82A2-00155D28E806,105729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Hwys 51 and 177 in Stillwater, 3  1/8 miles East to SW corner of lease",19,N,3,E,16,SW,I,16-19N-03EIM,3
DA33A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,.10 AC IN THE SW/4 SW/4 SW/4 SE/4 SEC 16-19N-03EIM more particularly described as located 37' North and 1084' West of the SE corner of the section,{4D8D6069-5BF8-44B0-A66A-D0D7F46F2E92},00:00.0,PAYNE,0.1,NULL,D933A58B-9F96-E011-82A2-00155D28E806,105733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Hwys 51 and 177 in Stillwater, 4 miles East to the SE corner of lease",19,N,3,E,16,SE,I,16-19N-03EIM,3
E633A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,".35 IN SE/4 SE/4 SE/4 SEC 16-20N-14WIM; COMMENCING AT THE SE/C; TH S 89°57'48"" W A DISTANCE OF 525.16' TO A 3/8"" PIN, SAID POINT ALSO BEING THE POB, TH S 89°57'48"" W A DISTANCE OF 133.80' TO A 3/8"" PIN, TH N 0°03'06"" E A DISTANCE OF 115.48' TO A 3/8"" PIN; TH N 89°57'48"" E A DISTANCE OF 133.8' TO A 3/8"" PIN; TH S 00°03'06"" W A DISTANCE OF 115.48' TO THE POB.",{E6139242-A5E2-4E98-9AEE-FBD106F4404E},00:00.0,MAJOR,0.355,NULL,E533A58B-9F96-E011-82A2-00155D28E806,105736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Cedar Springs, 6 miles West, 1 mile South and 1/2 mile West (On North side of road)",20,N,14,W,16,SE,I,16-20N-14WIM,3
F033A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,2.5 AC IN THE NW/4 NW/4 NE/4 SEC 36-26N-3EIM. ,{F9DE20AA-D3B3-42DB-9FC6-366F67067AF6},00:00.0,KAY,2.5,NULL,EF33A58B-9F96-E011-82A2-00155D28E806,105740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of 14th St and Lake Road in Ponca City, 7 1/2 miles East to Kaw Dam, then South on access road to NE corner of lease",26,N,3,E,36,NE,I,36-26N-03EIM,3
0B34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,3.010 AC IN NE/4 NW/4 NE/4 SEC 16-10N-02WIM; BEG APPROX 1400'W OF THE NE/C; TH 345'S; TH 380'W; TH 345'N; TH 380'E TO POB.,{7BCB40EB-0955-41F6-82C2-ABA5FCEB442C},00:00.0,CLEVELAND,3.01,NULL,0A34A58B-9F96-E011-82A2-00155D28E806,105757,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Located at SW corner of intersection of SE 119th St and Air Depot,10,N,2,W,16,NE,I,16-10N-02WIM,3
1934A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,2.00 AC IN THE SE/4 NE/4 SE/4 SEC 16-14N-01WIM; BEG AT THE NE/C OF SE/4; TH 400'W; TH 218'S; TH 400'E; TH 218'N TO POB.,{113111BB-BEDA-46D3-B90A-2EEA2D69E719},00:00.0,OKLAHOMA,2,NULL,1834A58B-9F96-E011-82A2-00155D28E806,105765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Hwys 66 and Hiawasse Rd, 1 3/8 miles North on Hiawasse Rd to SE corner of lease on West side of road",14,N,1,W,16,SE,I,16-14N-01WIM,3
2F34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,"a 0.10 acre parcel in the NE/3 NW/4 NE/4 of Sec. 36-4N-11W spot located 807.22' West and 136.15' S of the NE corner of the Section, being a parcel 66' on each side, mol",{56A212F1-8BD6-4586-A447-83882753AAFD},00:00.0,COMANCHE,0.1,NULL,2E34A58B-9F96-E011-82A2-00155D28E806,105783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Adjacent to West side of Elgin on South side of Hwy 277,4,N,11,W,36,NE,I,36-04N-11WIM,3
3634A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,11.83 AC INSW/4 SW/4 SW/4 SEC 36-09N-03EIM; A METES-AND-BOUNDS TRACT.  ,{63899C9F-404A-4822-9906-6E7D264406CC},00:00.0,POTTAWATOMIE,11.83,NULL,3534A58B-9F96-E011-82A2-00155D28E806,105787,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Hwys 9 and 177 East of Tecumseh, 5 miles South to Brooksville turn-off, approximately 1 mile North on Old Hwy 18 to South side of property",9,N,3,E,36,SW,I,36-09N-03EIM,3
3D34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,2.93 AC IN NE/4 SE/4 SE/4 SEC 16-10N-08WIM; BEG AT THE NE/C OF THE SE/4; TH 289'W; TH 443'S; TH 289'E; TH 443'N TO POB.,{59B5EF24-E92B-41F3-BD4A-8C48AC60D0D9},00:00.0,GRADY,2.93,NULL,3C34A58B-9F96-E011-82A2-00155D28E806,105791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Hwys 152/37 and 81, North of Minco, 5 3/4 miles West on Hwy 152, 1/8 mile North (West side of road)",10,N,8,W,16,SE,I,16-10N-08WIM,3
4A34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,1.5 AC TRACT IN SE/4 NE/4 NE/4 SEC 36-14N-4WIM; BEGINNING AT A POINT  441 FT SOUTH AND 33 FT WEST OF THE NE/C OF THE NE/4; TH 208.71 FT WEST; TH 313.07 FT SOUTH; TH 208.71 FT EAST; TH 313.07 FT NORTH TO POB.,{ACAE0A5F-5677-4EFD-A766-F97975509CCD},00:00.0,OKLAHOMA,1.5,NULL,4934A58B-9F96-E011-82A2-00155D28E806,105796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Beginning at a point 441 feet South and 33 feet West of the Northeast corner of the Northeast Quarter of said Section 36-; thence 208.71 feet West; thence 313.07 feet South; thence 208.71 feet East; thence 313.07 feet North to the point of beginning, containing 1.49 acres MOL",14,N,4,W,36,NE,I,36-14N-04WIM,3
4F34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,160 AC IN NE/4 SEC 16-09N-03WIM. (SUBJ TO 4.39 AC ESMT),{F32FA90B-C5A2-4F1E-80C8-A8B91BCD5FC1},00:00.0,CLEVELAND,160,NULL,4E34A58B-9F96-E011-82A2-00155D28E806,105800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,9,N,3,W,16,NE,I,16-09N-03WIM,3
5D34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,1  AC MORE OR LESS IN THE SW/4 NW/4 NW/4 SEC 16-09N-23WIM; SIGN SITE spot located 881' East and 621' North of the SW corner of the NW/4 being a parcel 66' on a side.,{A0262624-2F41-4232-9AD8-611489DAEFAB},00:00.0,BECKHAM,0.1,NULL,5C34A58B-9F96-E011-82A2-00155D28E806,105802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Hwys 152 and 283 in Sayre, 2 miles South on Hwy 283 to NW corner of property",9,N,23,W,16,NW,I,16-09N-23WIM,3
6434A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,A 2.67 acre parcel in the NW/4 NE/4 NE/4 of Sec 16-28N-01EIM described as beginning at the NW corner of the NW/4 NE/4 NE/4 thence South 354' thence East 328.18' thence North 354' thence West 327.92' to POB,{A31FE16B-AF4D-41E0-8D2C-4B89D15FF483},00:00.0,KAY,2.6,NULL,6334A58B-9F96-E011-82A2-00155D28E806,105804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FROM THE INTERSECTON OF HWY #177 AND PECKHAM RD AT SUMPTER  5 MILES EAST, 2 MILES NORTH, THEN 1/4 MILE WEST TO THE NE/C OF THE PROPERTY.",28,N,1,E,16,NE,I,16-28N-01EIM,3
6B34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,2.88 AC IN SE/4 SW/4 SW/4 SEC 16-14N-04WIM; BEG AT THE SW/C OF THE SE/4; TH 405'N; TH 310'E; TH 405'S; TH 310'W TO POB.,{6ADEF70E-B45F-438B-9FA8-D3B4ADF65EE0},00:00.0,OKLAHOMA,2.88,NULL,6A34A58B-9F96-E011-82A2-00155D28E806,105808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From NW 206th and Rockwell,  1/4 mile East on North side of road",14,N,4,W,16,SW,I,16-14N-04WIM,3
7234A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,a 2 acre tract in the SE/4 SE/4 SE/4 of Sec. 15-11N-3EIM more particularly described as beginning 338.9' north and36' West of the SE corner of the section thence  West 238' thence N 366' thence E 238' thence S 366' to POB,{EECAD754-B414-4AAE-95E9-68E22D70CCCA},00:00.0,POTTAWATOMIE,2,NULL,7134A58B-9F96-E011-82A2-00155D28E806,105821,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From I-40 and Hwy 177, 2 1/2 miles North, 1 1/2 miles East to SW corner of lease.  Lease is on NW corner of intersection of County Roads EW 110 and NS 339",11,N,3,E,15,SE,I,15-11N-03EIM,3
7934A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,1.88 AC IN SE/4 NE/4 NE/4 SEC 16-14N-04WIM; BEG AT A PT APPROX 1084'S OF NE/C OF NE/4; TH 347'W; TH 236'S; TH 347'E; TH 236'N TO POB.,{BC38D49D-9356-4A0D-9CD2-CDFBCF9FF59E},00:00.0,OKLAHOMA,1.88,NULL,7834A58B-9F96-E011-82A2-00155D28E806,105828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NE corner of lease is located at intersection of MacArthur and NW 220TH, on West side of North MacArthur and South side of NW 220th.  (Just North of Deer Creek School)",14,N,4,W,16,NE,I,16-14N-04WIM,3
8034A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,part of the NE/4 NE/4 NE/4 SEC 36-19N-8WIM; BEG AT THE NE/C; TH 398'W; TH 256'S; TH 398'E; TH 256'N TO POB containing 2.34 acres,{BB0B5A6C-3F1F-4215-B7EB-655E75F78CE8},00:00.0,KINGFISHER,2.34,NULL,7F34A58B-9F96-E011-82A2-00155D28E806,105829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Hwys 81 and 51 in Hennessey, 2 miles South on Hwy 81 and 5 3/4 miles West (Located on South side of road)",19,N,8,W,36,NE,I,36-19N-08WIM,3
9434A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,a 5.01 acre tract in the NE/4 SE/4 SE/4 of Sec. 36-18N-4W more particularly described as beginning approximately 818' north of the SE corner thence 450' West thence 485' North thence 450' East thence 485' South to POB,{E573D9EB-7E58-46CC-8271-2E9978C9D995},00:00.0,LOGAN,5.01,NULL,9334A58B-9F96-E011-82A2-00155D28E806,105838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From North edge of Crescent, 2 miles North and 1/2 mile East to SW corner of property",18,N,4,W,36,SE,I,36-18N-04WIM,3
9F34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,a 5 acre parcel located in the S/2 S/2 W/2 of Lot 1 in Sec. 36-17N-6EIM,{68CD87C5-40DF-4C2F-AF69-4FD68FBA12F0},00:00.0,LINCOLN,5,NULL,9E34A58B-9F96-E011-82A2-00155D28E806,105842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FROM THE LINCOLN AND PAYNE COUNTY LINE ON SH # 99: 2 MILES SOUTH AND 2 MILES EAST TO THE NW/C OF THE SECTION.,17,N,6,E,36,NW,I,36-17N-06EIM,3
B134A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,"A 1 acre tract located in the NW/4 NW/4 of Sec. 16-26N-1E, more particualarly described as beginning at the SW corner of the NW/4 NW/4 thence East 235' thence North 195' thence West 235' thence S 195' to POB",{35BCFB12-B212-4616-BB4A-62BE20A3D39F},00:00.0,KAY,1.05,NULL,B034A58B-9F96-E011-82A2-00155D28E806,105857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FROM THE INTERSECTION OF HWY # 177 & HUBBARD RD; 4 MILES EAST & 1 1/2 MILES SOUTH TO THE NW/C OF THE PROPERTY.,26,N,1,E,16,NW,I,16-26N-01EIM,3
BC34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,2.94 AC IN THE SW/4 NW/4 NE/4 SEC 16-21N-03EIM; BEG. AT A PT 1087'S & 1116'W OF THE NE/C; TH 270'W; TH 475'S; TH 270'E; TH 475'N TO PT OF BEG. TOGETHER W/ NON-EXCL. ROAD USE CONNECTING TO E BOUNDARY SECTION LINE.,{5430343C-8367-48CF-9864-DE12E8368958},00:00.0,NOBLE,2.94,NULL,BB34A58B-9F96-E011-82A2-00155D28E806,105865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From the intersection of Hwy 64 and from the intersection of Hwy 64 and the 412 (Cimarron Turnpike), 1/2 mi east and 1/2 mile north to the SW/C of lease.",21,N,3,E,16,NE,I,16-21N-03EIM,3
CD34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,"A 4.08 acre parcel in the NW/4 of Sec. 16-21N-06E, more particularly described as beginning 1490' E of the NW corner thence East 272'; thence South 653', thence West 272'; thence N 653' to POB",{7C80376F-31A3-4308-B938-8F5CBB848491},00:00.0,PAWNEE,4.08,NULL,CC34A58B-9F96-E011-82A2-00155D28E806,105881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Pawnee intersection of Hwy 18 and 64, 6 miles East and 1 mile North to NW corner of property",21,N,6,E,16,NW,I,16-21N-06EIM,3
D934A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,2.30 AC IN SE/4 SW/4 SE/4 SEC  16-10N-02WIM; BEG. AT A PT APPROX. 1710' W OF THE SE/C; TH 260'N; TH 386'W; TH 260'S; TH 386'E TO PT OF BEG.,{F7D84D9C-C559-4A20-A547-D1BCBA6398DC},00:00.0,CLEVELAND,2.3,NULL,D834A58B-9F96-E011-82A2-00155D28E806,105885,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SE corner located on NW corner of SE 134th and Air Depot,10,N,2,W,16,SE,I,16-10N-02WIM,3
EE34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,2.67 AC IN THE NW/4 NW/4 NE/4 SEC 36-18N-01WIM; BEG AT A PT APPROX 420'E OF NW/C; TH 430'S; TH 270'E; TH 430'N; TH 270' W TO POB.,{59EB16DA-CA15-4807-870E-BBD1579B0C7E},00:00.0,PAYNE,2.67,NULL,ED34A58B-9F96-E011-82A2-00155D28E806,105894,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Coyle River Bridge, 1 mile North, 1 mile West and 1/2 mile North to SE corner of property",18,N,1,W,36,NE,I,36-18N-01WIM,3
FE34A58B-9F96-E011-82A2-00155D28E806,Short-term Commercial,7.34 AC IN THE SE/4 SE/4 NE/4 SEC 16-16N-06EIM; BEG AT THE SE/C; TH 533'W; TH 600'N; TH 533'E; TH 600'S TO POB.,{1F8D0DE7-2288-477F-8821-21F5B0579BCA},00:00.0,LINCOLN,7.34,NULL,FD34A58B-9F96-E011-82A2-00155D28E806,105899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FROM THE INTERSECTION OF SH-66 AND SH-99 IN STROUD APPROXIMATELY 7 3/4 MILES NORTH OF THE SE/C OF THE NE/4 OF THE SECTION.,16,N,6,E,16,NE,I,16-16N-06EIM,3
