HoldingDetailID,LeaseType,LegalDescription,Legal_Description,GISGlobalId,ApprovedforProd,CountyName,Acres,MineralsLeaseID,AuctionUnitID,LeaseNumber,MineralsAuctionDate,MineralsAwardDate,GrossAcres,NetAcres,TractNumber,MineralsAuctionID,TrustName,LocationDescription,Township,TownshipDirection,Range,RangeDirection,Section,QuarterDescription,Meridian-OLD,Meridian,STRM,HoldingDetailTypeID
7BF381A9-9F96-E011-82A2-00155D28E806,Agricultural,E/2SE/4 SEC 10-5N-1ECM,SESE,,,CIMARRON,80,,74F381A9-9F96-E011-82A2-00155D28E806,307098,,,,,,,,"From Kenton, 1 1/2 miles East to West side of property",5,N,1,E,10,SE,C,11,10-05N-01ECM,1
D7EF79AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4  SEC 9-4N-1ECM,NESW,,,CIMARRON,80,,BDEF79AF-9F96-E011-82A2-00155D28E806,409055,,,,,,,,"From Kenton, 2 miles East and 4 miles South",4,N,1,E,9,SW,C,11,09-04N-01ECM,1
D7EF79AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4  SEC 9-4N-1ECM,SESW,,,CIMARRON,80,,BDEF79AF-9F96-E011-82A2-00155D28E806,409055,,,,,,,,"From Kenton, 2 miles East and 4 miles South",4,N,1,E,9,SW,C,11,09-04N-01ECM,1
9DF471B5-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 12-4N-15ECM,NENW,,,TEXAS,80,,9CF471B5-9F96-E011-82A2-00155D28E806,613724,,,,,,,,"From Optima, 1/2 mile West, 4  miles North on paved county road,  2 miles West, 1 mile North, and 1/4 mile East to NW/C of lease",4,N,15,E,12,NW,C,11,12-04N-15ECM,1
9DF471B5-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 12-4N-15ECM,SENW,,,TEXAS,80,,9CF471B5-9F96-E011-82A2-00155D28E806,613724,,,,,,,,"From Optima, 1/2 mile West, 4  miles North on paved county road,  2 miles West, 1 mile North, and 1/4 mile East to NW/C of lease",4,N,15,E,12,NW,C,11,12-04N-15ECM,1
0AF279AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SE/4 SEC 11-5N-3ECM,NESE,,,CIMARRON,80,,FBF179AF-9F96-E011-82A2-00155D28E806,511131,,,,,,,,"From Square in Boise City, 5 miles West and 15 miles North and West",5,N,3,E,11,SE,C,11,11-05N-03ECM,1
0AF279AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SE/4 SEC 11-5N-3ECM,SESE,,,CIMARRON,80,,FBF179AF-9F96-E011-82A2-00155D28E806,511131,,,,,,,,"From Square in Boise City, 5 miles West and 15 miles North and West",5,N,3,E,11,SE,C,11,11-05N-03ECM,1
0A31CC97-2B46-E311-9FDA-00155D28EA07,Agricultural,E/2NE/4 SEC 11-4N-2ECM,NENE,,,CIMARRON,80,,95F381A9-9F96-E011-82A2-00155D28E806,307154,,,,,,,,,4,N,2,E,11,NE,C,11,11-04N-02ECM,1
0A31CC97-2B46-E311-9FDA-00155D28EA07,Agricultural,E/2NE/4 SEC 11-4N-2ECM,SENE,,,CIMARRON,80,,95F381A9-9F96-E011-82A2-00155D28E806,307154,,,,,,,,,4,N,2,E,11,NE,C,11,11-04N-02ECM,1
09F279AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 11-5N-3ECM,NENE,,,CIMARRON,80,,FBF179AF-9F96-E011-82A2-00155D28E806,511131,,,,,,,,"From Square in Boise City, 5 miles West and 15 miles North and West",5,N,3,E,11,NE,C,11,11-05N-03ECM,1
09F279AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 11-5N-3ECM,SENE,,,CIMARRON,80,,FBF179AF-9F96-E011-82A2-00155D28E806,511131,,,,,,,,"From Square in Boise City, 5 miles West and 15 miles North and West",5,N,3,E,11,NE,C,11,11-05N-03ECM,1
95329D91-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 12-5N-1EIM ,NENE,,,MCCLAIN,80,,8E329D91-9F96-E011-82A2-00155D28E806,106195,,,,,,,,"From intersection of Hwys 133 and 59, West of Byars, 2 miles West on Hwy 59 and 2 1/4 miles North to South side of property",5,N,1,E,12,NE,I,17,12-05N-01EIM,1
95329D91-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 12-5N-1EIM ,SENE,,,MCCLAIN,80,,8E329D91-9F96-E011-82A2-00155D28E806,106195,,,,,,,,"From intersection of Hwys 133 and 59, West of Byars, 2 miles West on Hwy 59 and 2 1/4 miles North to South side of property",5,N,1,E,12,NE,I,17,12-05N-01EIM,1
2FF479AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4 SEC 1-4N-1ECM,NESW,,,CIMARRON,80,,27F479AF-9F96-E011-82A2-00155D28E806,613055,,,,,,,,"From Boise City, 20 miles West and 4 miles North",4,N,1,E,1,SW,C,11,01-04N-01ECM,1
2FF479AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4 SEC 1-4N-1ECM,SESW,,,CIMARRON,80,,27F479AF-9F96-E011-82A2-00155D28E806,613055,,,,,,,,"From Boise City, 20 miles West and 4 miles North",4,N,1,E,1,SW,C,11,01-04N-01ECM,1
A2351E85-BA11-E411-9F9D-00155D28EA07,Agricultural,E/2SE/4 SEC 13-4N-19WIM,NESE,{3392EDCD-687C-4733-82C3-D8DFCC3460F5},00:00.0,KIOWA,80,,24F789A3-9F96-E011-82A2-00155D28E806,205354,,,,,,,,,4,N,19,W,13,SE,I,17,13-04N-19WIM,1
A2351E85-BA11-E411-9F9D-00155D28EA07,Agricultural,E/2SE/4 SEC 13-4N-19WIM,SESE,{3392EDCD-687C-4733-82C3-D8DFCC3460F5},00:00.0,KIOWA,80,,24F789A3-9F96-E011-82A2-00155D28E806,205354,,,,,,,,,4,N,19,W,13,SE,I,17,13-04N-19WIM,1
8AF889A3-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 13-3N-10ECM,NENE,,,TEXAS,80,,89F889A3-9F96-E011-82A2-00155D28E806,205482,,,,,,,,"From Four Corners, 3 miles south, 1 mile West and 1/2 mile North to SE corner of property",3,N,10,E,13,NE,C,11,13-03N-10ECM,1
8AF889A3-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 13-3N-10ECM,SENE,,,TEXAS,80,,89F889A3-9F96-E011-82A2-00155D28E806,205482,,,,,,,,"From Four Corners, 3 miles south, 1 mile West and 1/2 mile North to SE corner of property",3,N,10,E,13,NE,C,11,13-03N-10ECM,1
B747B53D-2617-E311-9FDA-00155D28EA07,Agricultural,E/2SE/4 SEC 13-5N-3ECM,NESE,,,CIMARRON,80,,58F889A3-9F96-E011-82A2-00155D28E806,205453,,,,,,,,,5,N,3,E,13,SE,C,11,13-05N-03ECM,1
B747B53D-2617-E311-9FDA-00155D28EA07,Agricultural,E/2SE/4 SEC 13-5N-3ECM,SESE,,,CIMARRON,80,,58F889A3-9F96-E011-82A2-00155D28E806,205453,,,,,,,,,5,N,3,E,13,SE,C,11,13-05N-03ECM,1
64F889A3-9F96-E011-82A2-00155D28E806,Agricultural,E/2SE/4 SEC 13-5N-4ECM,NESE,,,CIMARRON,80,,63F889A3-9F96-E011-82A2-00155D28E806,205461,,,,,,,,"From square in Boise City, 12 miles North and 3 miles West",5,N,4,E,13,SE,C,11,13-05N-04ECM,1
64F889A3-9F96-E011-82A2-00155D28E806,Agricultural,E/2SE/4 SEC 13-5N-4ECM,SESE,,,CIMARRON,80,,63F889A3-9F96-E011-82A2-00155D28E806,205461,,,,,,,,"From square in Boise City, 12 miles North and 3 miles West",5,N,4,E,13,SE,C,11,13-05N-04ECM,1
5DF889A3-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 13-5N-3ECM,NENE,,,CIMARRON,80,,58F889A3-9F96-E011-82A2-00155D28E806,205453,,,,,,,,"From Square in Boise City, 5 miles West and 15 miles North and West",5,N,3,E,13,NE,C,11,13-05N-03ECM,1
5DF889A3-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 13-5N-3ECM,SENE,,,CIMARRON,80,,58F889A3-9F96-E011-82A2-00155D28E806,205453,,,,,,,,"From Square in Boise City, 5 miles West and 15 miles North and West",5,N,3,E,13,NE,C,11,13-05N-03ECM,1
7934AD85-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 13-10N-24WIM,NENW,,,BECKHAM,80,,7434AD85-9F96-E011-82A2-00155D28E806,105373,,,,,,,,"From intersection of Hwys 283 and 152 in Sayre, 4 miles North and 3 miles West to East side of property (located on both sides of road)",10,N,24,W,13,NW,I,17,13-10N-24WIM,1
7934AD85-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 13-10N-24WIM,SENW,,,BECKHAM,80,,7434AD85-9F96-E011-82A2-00155D28E806,105373,,,,,,,,"From intersection of Hwys 283 and 152 in Sayre, 4 miles North and 3 miles West to East side of property (located on both sides of road)",10,N,24,W,13,NW,I,17,13-10N-24WIM,1
A7372A10-9D1F-E311-9FDA-00155D28EA07,Agricultural,E/2NE/4 SEC 15-6N-3ECM,NENE,,,CIMARRON,80,,F0F179AF-9F96-E011-82A2-00155D28E806,511129,,,,,,,,,6,N,3,E,15,NE,C,11,15-06N-03ECM,1
A7372A10-9D1F-E311-9FDA-00155D28EA07,Agricultural,E/2NE/4 SEC 15-6N-3ECM,SENE,,,CIMARRON,80,,F0F179AF-9F96-E011-82A2-00155D28E806,511129,,,,,,,,,6,N,3,E,15,NE,C,11,15-06N-03ECM,1
CA89F03D-9F96-E011-82A2-00155D28E806,Agricultural,LT 1 SEC 16-17N-1EIM,1,{42A0A562-97F0-4862-BA32-CB1A263B51F7},00:00.0,PAYNE,38.25,,C989F03D-9F96-E011-82A2-00155D28E806,100052,,,,,,,,"From the Cimarron River bridge at Coyle, at the North end of the bridge,  1 mile East and 1 mile South to the NW corner of lease",17,N,1,E,16,NW,I,17,16-17N-01EIM,1
CE89F03D-9F96-E011-82A2-00155D28E806,Agricultural,LT 2 SEC 16-17N-1EIM,2,{42A0A562-97F0-4862-BA32-CB1A263B51F7},00:00.0,PAYNE,37.25,,C989F03D-9F96-E011-82A2-00155D28E806,100052,,,,,,,,"From the Cimarron River bridge at Coyle, at the North end of the bridge,  1 mile East and 1 mile South to the NW corner of lease",17,N,1,E,16,NW,I,17,16-17N-01EIM,1
CF89F03D-9F96-E011-82A2-00155D28E806,Agricultural,LT 3 SEC 16-17N-1EIM,3,{42A0A562-97F0-4862-BA32-CB1A263B51F7},00:00.0,PAYNE,7.5,,C989F03D-9F96-E011-82A2-00155D28E806,100052,,,,,,,,"From the Cimarron River bridge at Coyle, at the North end of the bridge,  1 mile East and 1 mile South to the NW corner of lease",17,N,1,E,16,SW,I,17,16-17N-01EIM,1
D189F03D-9F96-E011-82A2-00155D28E806,Agricultural,LT 6 SEC 16-17N-1EIM ,6,{2CBC42CF-3BB8-4803-BF99-A94EB82B455C},00:00.0,LOGAN,3.99,,D089F03D-9F96-E011-82A2-00155D28E806,100053,,,,,,,,"From the Cimarron River bridge at Coyle, at the North end of the bridge,  1 mile East and 1 mile South to the NW corner of lease",17,N,1,E,16,SE,I,17,16-17N-01EIM,1
D589F03D-9F96-E011-82A2-00155D28E806,Agricultural,LT 7 SEC 16-17N-1EIM ,7,{BD2A5857-392E-48EF-AA38-2890E701CC0B},00:00.0,LOGAN,28.8,,D089F03D-9F96-E011-82A2-00155D28E806,100053,,,,,,,,"From the Cimarron River bridge at Coyle, at the North end of the bridge,  1 mile East and 1 mile South to the NW corner of lease",17,N,1,E,16,SW,I,17,16-17N-01EIM,1
D689F03D-9F96-E011-82A2-00155D28E806,Agricultural,LT 8 SEC 16-17N-1EIM ,8,{7A0DF2A4-11BB-41EA-8FE9-80591B1351D0},00:00.0,LOGAN,0.74,,D089F03D-9F96-E011-82A2-00155D28E806,100053,,,,,,,,"From the Cimarron River bridge at Coyle, at the North end of the bridge,  1 mile East and 1 mile South to the NW corner of lease",17,N,1,E,16,SW,I,17,16-17N-01EIM,1
D789F03D-9F96-E011-82A2-00155D28E806,Agricultural,LT 9 SEC 16-17N-1EIM ,9,{7A0DF2A4-11BB-41EA-8FE9-80591B1351D0},00:00.0,LOGAN,30.1,,D089F03D-9F96-E011-82A2-00155D28E806,100053,,,,,,,,"From the Cimarron River bridge at Coyle, at the North end of the bridge,  1 mile East and 1 mile South to the NW corner of lease",17,N,1,E,16,SW,I,17,16-17N-01EIM,1
D889F03D-9F96-E011-82A2-00155D28E806,Agricultural,SW/4SW/4 SEC 16-17N-1EIM ,SWSW,,,LOGAN,40,,D089F03D-9F96-E011-82A2-00155D28E806,100053,,,,,,,,"From the Cimarron River bridge at Coyle, at the North end of the bridge,  1 mile East and 1 mile South to the NW corner of lease",17,N,1,E,16,SW,I,17,16-17N-01EIM,1
3C6A06A4-FD2D-E411-B3E2-00155D28EA07,Agricultural,E/2SE/4 SEC 15-5N-2ECM,NESE,,,CIMARRON,80,,4FF271B5-9F96-E011-82A2-00155D28E806,613239,,,,,,,,,5,N,2,E,15,SE,C,11,15-05N-02ECM,1
3C6A06A4-FD2D-E411-B3E2-00155D28EA07,Agricultural,E/2SE/4 SEC 15-5N-2ECM,SESE,,,CIMARRON,80,,4FF271B5-9F96-E011-82A2-00155D28E806,613239,,,,,,,,,5,N,2,E,15,SE,C,11,15-05N-02ECM,1
BCF281A9-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4 SEC 10-28N-18WIM,NESW,,,WOODS,80,,BBF281A9-9F96-E011-82A2-00155D28E806,307031,,,,,,,,"From intersection of Hwys 64 and 50 North of Freedom, aka Camp Houston, 7 miles North and 1/2 mile West on pasture road to isolated and poorly accessible tract",28,N,18,W,10,SW,I,17,10-28N-18WIM,1
BCF281A9-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4 SEC 10-28N-18WIM,SESW,,,WOODS,80,,BBF281A9-9F96-E011-82A2-00155D28E806,307031,,,,,,,,"From intersection of Hwys 64 and 50 North of Freedom, aka Camp Houston, 7 miles North and 1/2 mile West on pasture road to isolated and poorly accessible tract",28,N,18,W,10,SW,I,17,10-28N-18WIM,1
BEDB2B51-6F29-E411-B3E2-00155D28EA07,Agricultural,E/2NW/4 SEC 13-5N-5ECM,NENW,,,CIMARRON,80,,71F889A3-9F96-E011-82A2-00155D28E806,205466,,,,,,,,,5,N,5,E,13,NW,C,11,13-05N-05ECM,1
BEDB2B51-6F29-E411-B3E2-00155D28EA07,Agricultural,E/2NW/4 SEC 13-5N-5ECM,SENW,,,CIMARRON,80,,71F889A3-9F96-E011-82A2-00155D28E806,205466,,,,,,,,,5,N,5,E,13,NW,C,11,13-05N-05ECM,1
8506B420-171D-E611-9757-0050568E17E9,Agricultural,E/2NE/4 SEC 16-13N-4EIM,NENE,{0BF62C44-7BE9-4943-9F7D-689EA117D257},00:00.0,LINCOLN,80,,C292E843-9F96-E011-82A2-00155D28E806,100444,,,,,,,,,13,N,4,E,16,NE,I,17,16-13N-04EIM,1
8506B420-171D-E611-9757-0050568E17E9,Agricultural,E/2NE/4 SEC 16-13N-4EIM,SENE,{0BF62C44-7BE9-4943-9F7D-689EA117D257},00:00.0,LINCOLN,80,,C292E843-9F96-E011-82A2-00155D28E806,100444,,,,,,,,,13,N,4,E,16,NE,I,17,16-13N-04EIM,1
6536A58B-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 14-12N-3EIM,NENW,,,LINCOLN,80,,6036A58B-9F96-E011-82A2-00155D28E806,106062,,,,,,,,"From intersection of Hwys 62 & 177 (at Jacktown) 2 miles East, 1 mile North and 1/4 mile East to NW corner of lease",12,N,3,E,14,NW,I,17,14-12N-03EIM,1
6536A58B-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 14-12N-3EIM,SENW,,,LINCOLN,80,,6036A58B-9F96-E011-82A2-00155D28E806,106062,,,,,,,,"From intersection of Hwys 62 & 177 (at Jacktown) 2 miles East, 1 mile North and 1/4 mile East to NW corner of lease",12,N,3,E,14,NW,I,17,14-12N-03EIM,1
3D93E843-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 16-16N-4EIM,NENE,{3150374B-809D-4C9B-AA41-340BF89EA977},00:00.0,LINCOLN,80,,3C93E843-9F96-E011-82A2-00155D28E806,100480,,,,,,,,"From intersection of Hwys 105 and 18, 1/4 mile West on Hwy 105 to NE corner of lease",16,N,4,E,16,NE,I,17,16-16N-04EIM,1
3D93E843-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 16-16N-4EIM,SENE,{3150374B-809D-4C9B-AA41-340BF89EA977},00:00.0,LINCOLN,80,,3C93E843-9F96-E011-82A2-00155D28E806,100480,,,,,,,,"From intersection of Hwys 105 and 18, 1/4 mile West on Hwy 105 to NE corner of lease",16,N,4,E,16,NE,I,17,16-16N-04EIM,1
0573DF36-EA02-E411-9F9D-00155D28EA07,Agricultural,E/2NE/4 SEC 16-27N-7WIM,NENE,,,GRANT,80,,4758D555-9F96-E011-82A2-00155D28E806,101151,,,,,,,,,27,N,7,W,16,NE,I,17,16-27N-07WIM,1
0573DF36-EA02-E411-9F9D-00155D28EA07,Agricultural,E/2NE/4 SEC 16-27N-7WIM,SENE,,,GRANT,80,,4758D555-9F96-E011-82A2-00155D28E806,101151,,,,,,,,,27,N,7,W,16,NE,I,17,16-27N-07WIM,1
F1F179AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SE/4 SEC 15-6N-3ECM,NESE,,,CIMARRON,80,,F0F179AF-9F96-E011-82A2-00155D28E806,511129,,,,,,,,"From Square in Boise City, 14 miles North and 18 miles West",6,N,3,E,15,SE,C,11,15-06N-03ECM,1
F1F179AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SE/4 SEC 15-6N-3ECM,SESE,,,CIMARRON,80,,F0F179AF-9F96-E011-82A2-00155D28E806,511129,,,,,,,,"From Square in Boise City, 14 miles North and 18 miles West",6,N,3,E,15,SE,C,11,15-06N-03ECM,1
45A8B379-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 16-16N-2WIM ,NENW,{EF7CECCF-817C-436F-A690-C508614F368C},00:00.0,LOGAN,80,,44A8B379-9F96-E011-82A2-00155D28E806,103008,,,,,,,,Adjacent to Guthrie on East side of Division St at South edge of Guthrie,16,N,2,W,16,NW,I,17,16-16N-02WIM,1
45A8B379-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 16-16N-2WIM ,SENW,{EF7CECCF-817C-436F-A690-C508614F368C},00:00.0,LOGAN,80,,44A8B379-9F96-E011-82A2-00155D28E806,103008,,,,,,,,Adjacent to Guthrie on East side of Division St at South edge of Guthrie,16,N,2,W,16,NW,I,17,16-16N-02WIM,1
17F571B5-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4 SEC 12-24N-17WIM,NESW,,,WOODWARD,80,,0FF571B5-9F96-E011-82A2-00155D28E806,715007,,,,,,,,"From intersection of Hwy 281 and Belva blacktop, South of Waynoka, 3 1/2 miles West, 6 miles North, 2 miles West and 1/4 mile South on pasture road to isolated lease",24,N,17,W,12,SW,I,17,12-24N-17WIM,1
17F571B5-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4 SEC 12-24N-17WIM,SESW,,,WOODWARD,80,,0FF571B5-9F96-E011-82A2-00155D28E806,715007,,,,,,,,"From intersection of Hwy 281 and Belva blacktop, South of Waynoka, 3 1/2 miles West, 6 miles North, 2 miles West and 1/4 mile South on pasture road to isolated lease",24,N,17,W,12,SW,I,17,12-24N-17WIM,1
B2AA7B17-8428-E411-B3E2-00155D28EA07,Agricultural,E/2NE/4 SEC 16-5N-5ECM,NENE,{32059BBB-159F-4ADB-9512-79F6E9225D54},00:00.0,CIMARRON,80,,42ADBB73-9F96-E011-82A2-00155D28E806,102061,,,,,,,,,5,N,5,E,16,NE,C,11,16-05N-05ECM,1
B2AA7B17-8428-E411-B3E2-00155D28EA07,Agricultural,E/2NE/4 SEC 16-5N-5ECM,SENE,{32059BBB-159F-4ADB-9512-79F6E9225D54},00:00.0,CIMARRON,80,,42ADBB73-9F96-E011-82A2-00155D28E806,102061,,,,,,,,,5,N,5,E,16,NE,C,11,16-05N-05ECM,1
668AF03D-9F96-E011-82A2-00155D28E806,Agricultural,LT 1 SEC 16-29N-1EIM,1,,,KAY,38.54,,658AF03D-9F96-E011-82A2-00155D28E806,100104,,,,,,,,"From intersection of I-35 and Braman Road, 8 miles East and 4 1/2 miles North to SE corner of lease",29,N,1,E,16,NE,I,17,16-29N-01EIM,1
6C8AF03D-9F96-E011-82A2-00155D28E806,Agricultural,LT 3 SEC 16-29N-1EIM,3,{141A1A7D-5899-4D67-9C72-09295057EA10},00:00.0,KAY,34.84,,6B8AF03D-9F96-E011-82A2-00155D28E806,100105,,,,,,,,"From Hwy 177 and State line, 10 1/2 miles East on State line county road to NW corner of lease. On South side of road",29,N,1,E,16,NW,I,17,16-29N-01EIM,1
BBEF79A5-072E-E411-B3E2-00155D28EA07,Agricultural,E/2SW/4 SEC 12-5N-2ECM,NESW,,,CIMARRON,80,,4FF271B5-9F96-E011-82A2-00155D28E806,613239,,,,,,,,,5,N,2,E,12,SW,C,11,12-05N-02ECM,1
BBEF79A5-072E-E411-B3E2-00155D28EA07,Agricultural,E/2SW/4 SEC 12-5N-2ECM,SESW,,,CIMARRON,80,,4FF271B5-9F96-E011-82A2-00155D28E806,613239,,,,,,,,,5,N,2,E,12,SW,C,11,12-05N-02ECM,1
9F6AB07F-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 16-8N-14WIM,NENE,,,WASHITA,80,,9E6AB07F-9F96-E011-82A2-00155D28E806,103238,,,,,,,,"From intersection of Hwys 9 and 115 in Mt View, 2 miles North, 4 miles East and 2 1/2 miles North to SE corner of property",8,N,14,W,16,NE,I,17,16-08N-14WIM,1
9F6AB07F-9F96-E011-82A2-00155D28E806,Agricultural,E/2NE/4 SEC 16-8N-14WIM,SENE,,,WASHITA,80,,9E6AB07F-9F96-E011-82A2-00155D28E806,103238,,,,,,,,"From intersection of Hwys 9 and 115 in Mt View, 2 miles North, 4 miles East and 2 1/2 miles North to SE corner of property",8,N,14,W,16,NE,I,17,16-08N-14WIM,1
D533A58B-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 16-1N-9WIM,NENW,,,COMANCHE,80,,D433A58B-9F96-E011-82A2-00155D28E806,105732,,,,,,,,"From intersection of Hwys 65 and 7, 3 miles East and 2 miles South to NW corner of property",1,N,9,W,16,NW,I,17,16-01N-09WIM,1
D533A58B-9F96-E011-82A2-00155D28E806,Agricultural,E/2NW/4 SEC 16-1N-9WIM,SENW,,,COMANCHE,80,,D433A58B-9F96-E011-82A2-00155D28E806,105732,,,,,,,,"From intersection of Hwys 65 and 7, 3 miles East and 2 miles South to NW corner of property",1,N,9,W,16,NW,I,17,16-01N-09WIM,1
4EF279AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4 SEC 12-5N-6ECM,NESW,,,CIMARRON,80,,46F279AF-9F96-E011-82A2-00155D28E806,511271,,,,,,,,"From SE part of Keyes, 6 miles North,  6 miles West and 1 mile North to SE corner of lease",5,N,6,E,12,SW,C,11,12-05N-06ECM,1
4EF279AF-9F96-E011-82A2-00155D28E806,Agricultural,E/2SW/4 SEC 12-5N-6ECM,SESW,,,CIMARRON,80,,46F279AF-9F96-E011-82A2-00155D28E806,511271,,,,,,,,"From SE part of Keyes, 6 miles North,  6 miles West and 1 mile North to SE corner of lease",5,N,6,E,12,SW,C,11,12-05N-06ECM,1
