HoldingDetailID,LeaseType,LegalDescription,Legal_Description,GISGlobalId,ApprovedforProd,CountyName,Acres,MineralsLeaseID,AuctionUnitID,LeaseNumber,MineralsAuctionDate,MineralsAwardDate,GrossAcres,NetAcres,TractNumber,MineralsAuctionID,TrustName,LocationDescription,Township,TownshipDirection,Range,RangeDirection,Section,QuarterDescription,Meridian-OLD,Meridian,STRM,HoldingDetailTypeID
578AF03D-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-28N-1EIM,NE,,,KAY,160.0,,568AF03D-9F96-E011-82A2-00155D28E806,100100.0,,,,,,,,"From stoplight in Newkirk, 5 miles West, 1 mile South to NE corner of property",28,N,1,E,36,NE,I,17,36-28N-01EIM,1
7B8AF03D-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-29N-1EIM,NE,,,KAY,160.0,,7A8AF03D-9F96-E011-82A2-00155D28E806,100108.0,,,,,,,,"From Sumpter, North of Blackwell, 8 3/4 miles East and 4 1/2 miles North to SE corner of property",29,N,1,E,36,NE,I,17,36-29N-01EIM,1
9B8AF03D-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-7N-2EIM,NE,,,POTTAWATOMIE,160.0,,9A8AF03D-9F96-E011-82A2-00155D28E806,100116.0,,,,,,,,"From intersection of Hwys 39 & 102,  North of Wanette, 6 miles North on 102 then 3 miles West to SE corner of property  (This is also corner of NW/C of county roads NS332 & EW134)  (Hunting/Recreation Potential)",7,N,2,E,16,NE,I,17,16-07N-02EIM,1
DF8AF03D-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-12N-2EIM,NE,,,LINCOLN,160.0,,DE8AF03D-9F96-E011-82A2-00155D28E806,100158.0,,,,,,,,"From intersection of Hwys 62 and 102, North of McLoud, 1 1/2 miles North to SE corner of property (Hunting Potential)",12,N,2,E,16,NE,I,17,16-12N-02EIM,1
F38AF03D-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-12N-2EIM ,NE,,,LINCOLN,160.0,,F28AF03D-9F96-E011-82A2-00155D28E806,100163.0,,,,,,,,"From intersection of Hwys 102 & 62, 2 miles South and 2 1/4 miles East to SW corner of lease",12,N,2,E,36,NE,I,17,36-12N-02EIM,1
188BF03D-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-13N-2EIM,NE,,,LINCOLN,160.0,,178BF03D-9F96-E011-82A2-00155D28E806,100173.0,,,,,,,,"From intersection of Hwys 62 and 177, 2 miles West on Hwy 62 and 3 1/2 miles North to SE corner of property (On West side of road)",13,N,2,E,36,NE,I,17,36-13N-02EIM,1
798FE843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-17N-2EIM,NE,{8E9BD0EB-7EEC-43C3-BAB4-0B27125D889E},00:00.0,LINCOLN,160.0,,788FE843-9F96-E011-82A2-00155D28E806,100197.0,,,,,,,,"From intersection of Hwys 105 and 177, North of Carney, 3 miles North on Hwy 177 and 1 mile West to NE corner of property",17,N,2,E,36,NE,I,17,36-17N-02EIM,1
DF8FE843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-27N-2EIM,NE,,,KAY,160.0,,DE8FE843-9F96-E011-82A2-00155D28E806,100236.0,,,,,,,,"From intersection of Hwys 11 and 77, West of Kildare, 1 mile West and 1/2 mile North to SE corner of lease",27,N,2,E,16,NE,I,17,16-27N-02EIM,1
0790E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-28N-2EIM,NE,,,KAY,160.0,,0690E843-9F96-E011-82A2-00155D28E806,100244.0,,,,,,,,"From stoplight in Newkirk, 2 miles North and 1 1/2 miles West to NE corner of lease",28,N,2,E,16,NE,I,17,16-28N-02EIM,1
1D90E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-29N-2EIM ,NE,,,KAY,160.0,,1C90E843-9F96-E011-82A2-00155D28E806,100252.0,,,,,,,,"From stoplight in Newkirk, 5 miles North on Hwy 77 and 1/2 mile East to NW corner of property (Located on South side of road)",29,N,2,E,36,NE,I,17,36-29N-02EIM,1
3890E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-7N-3EIM ,NE,{AAE83CA9-3BDB-40CC-AD86-55B228C88701},00:00.0,POTTAWATOMIE,160.0,,3790E843-9F96-E011-82A2-00155D28E806,100258.0,,,,,,,,"From intersection of Hwys 39 & 177 near Asher, 7 miles North on Hwy 177 and 3 miles West to NE corner of property (Hunting/Recreation Potential)",7,N,3,E,16,NE,I,17,16-07N-03EIM,1
3E90E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-7N-3EIM,NE,,,POTTAWATOMIE,160.0,,3D90E843-9F96-E011-82A2-00155D28E806,100260.0,,,,,,,,"From intersection of Hwys 39 & 177 near Asher, 3 miles North on Hwy 177 to SE corner of property (Hunting/Recreation Potential)",7,N,3,E,36,NE,I,17,36-07N-03EIM,1
4D90E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-8N-3EIM ,NE,,,POTTAWATOMIE,160.0,,4C90E843-9F96-E011-82A2-00155D28E806,100269.0,,,,,,,,"From intersection of Hwys 177 & 59B, East of Macomb, 1 mile South on Hwy 177 to NE corner of property (Hunting/Recreation Potential)",8,N,3,E,36,NE,I,17,36-08N-03EIM,1
B790E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-12N-3EIM,NE,{3A50D0C9-887F-4909-ACF1-24983D2D9542},00:00.0,LINCOLN,160.0,,B690E843-9F96-E011-82A2-00155D28E806,100297.0,,,,,,,,From intersection of Hwys 177 & 62 (at Jacktown) 1 mile East and 1/2 mile North to SE corner of lease,12,N,3,E,16,NE,I,17,16-12N-03EIM,1
2791E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-16N-3EIM,NE,,,LINCOLN,160.0,,2691E843-9F96-E011-82A2-00155D28E806,100327.0,,,,,,,,"From intersection of Hwys 18 and 105, 3 miles South and 3 1/4 miles West to NE corner of lease",16,N,3,E,36,NE,I,17,36-16N-03EIM,1
9059D555-9F96-E011-82A2-00155D28E806,Agricultural,LT 1 SEC 16-5S-9WIM,1,{44D0A51B-6123-48FC-817E-E93467E54BC3},00:00.0,COTTON,9.75,,8F59D555-9F96-E011-82A2-00155D28E806,101234.0,,,,,,,,"From intersection of Hwys 70 and 65, 5 miles East and 2 miles South to NW corner of property",5,S,9,W,16,NW,I,17,16-05S-09WIM,1
9191E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-19N-3EIM,NE,,,PAYNE,160.0,,9091E843-9F96-E011-82A2-00155D28E806,100357.0,,,,,,,,"From West intersection of Hwys 51 and 108 North, 2 miles South to NE corner of lease",19,N,3,E,36,NE,I,17,36-19N-03EIM,1
A291E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-20N-3EIM,NE,{2662362E-CA6E-4DE1-9410-EE6BA2DC7074},00:00.0,PAYNE,160.0,,A191E843-9F96-E011-82A2-00155D28E806,100361.0,,,,,,,,"From intersection of Hwys 177 and 51 in Stillwater, 6 miles North and 3 miles East to SW corner of property",20,N,3,E,16,NE,I,17,16-20N-03EIM,1
3492E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-6N-4EIM,NE,,,POTTAWATOMIE,160.0,,3392E843-9F96-E011-82A2-00155D28E806,100404.0,,,,,,,,"From intersection of  Hwys 39 & 177, at Asher, 1 mile North on Hwy 177 and 2 1/2 miles East to NW corner of property (Hunting/Recreation Potential)",6,N,4,E,16,NE,I,17,16-06N-04EIM,1
4492E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-6N-4EIM,NE,,,POTTAWATOMIE,160.0,,4392E843-9F96-E011-82A2-00155D28E806,100407.0,,,,,,,,"From intersection of Hwys 177 and 39 near Asher, 5 miles East, 2 miles South and 1/2 mile East to NW corner of property (Hunting/Recreation Potential)",6,N,4,E,36,NE,I,17,36-06N-04EIM,1
4F92E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-7N-4EIM,NE,,,POTTAWATOMIE,160.0,,4E92E843-9F96-E011-82A2-00155D28E806,100411.0,,,,,,,,"From intersection of Hwys 177 & 59 near St Louis, 3 miles East and 1/2 mile North to SE corner of property - Hunting/Recreation Potential",7,N,4,E,16,NE,I,17,16-07N-04EIM,1
9D92E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-12N-4EIM ,NE,,,LINCOLN,160.0,,9C92E843-9F96-E011-82A2-00155D28E806,100435.0,,,,,,,,"From intersection of Hwys 18 & 62 (in Meeker) 1 mile East, 1/4 mile North and 1/4 mile West to SE corner of lease",12,N,4,E,16,NE,I,17,16-12N-04EIM,1
B392E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-12N-4EIM,NE,,,LINCOLN,160.0,,B292E843-9F96-E011-82A2-00155D28E806,100440.0,,,,,,,,"From intersection of Hwys 18 and 62 in Meeker, 3 miles East on Hwy 62, 2 miles South and 1/2 mile East to NW corner of property -   (Hunting/Recreation Potential)",12,N,4,E,36,NE,I,17,36-12N-04EIM,1
0A93E843-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-14N-4EIM,NE,,,LINCOLN,160.0,,0993E843-9F96-E011-82A2-00155D28E806,100464.0,,,,,,,,"From intersection of Hwys 66 and 18 at Chandler, 2 miles South on Hwy 18, 3 3/4 miles East and 1 mile South to NE corner of property (On South side of road)",14,N,4,E,36,NE,I,17,36-14N-04EIM,1
4BEFE249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-17N-4EIM,NE,,,PAYNE,160.0,,4AEFE249-9F96-E011-82A2-00155D28E806,100489.0,,,,,,,,"From Hwys 33 and 18 West,  2 miles South to NE corner of property",17,N,4,E,16,NE,I,17,16-17N-04EIM,1
72EFE249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-18N-4EIM,NE,,,PAYNE,160.0,,71EFE249-9F96-E011-82A2-00155D28E806,100501.0,,,,,,,,"From Hwys 108 and 33, 5 miles East and 1/2 mile North to SE corner of lease",18,N,4,E,36,NE,I,17,36-18N-04EIM,1
A5EFE249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-20N-4EIM,NE,,,PAYNE,160.0,,A4EFE249-9F96-E011-82A2-00155D28E806,100515.0,,,,,,,,"From East intersection of Hwys 108 South and 51, 2 miles East and 6 1/2 miles North to SE corner of lease",20,N,4,E,16,NE,I,17,16-20N-04EIM,1
B7EFE249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-21N-4EIM,NE,,,PAWNEE,160.0,,B6EFE249-9F96-E011-82A2-00155D28E806,100523.0,,,,,,,,"From Lela, 1 mile South on Hwy 108 and 2 1/2 miles East to NW corner of property",21,N,4,E,16,NE,I,17,16-21N-04EIM,1
F4EFE249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-22N-4EIM,NE,,,PAWNEE,160.0,,F3EFE249-9F96-E011-82A2-00155D28E806,100535.0,,,,,,,,"From Pawnee, 1/2 mile West to East side of property",22,N,4,E,36,NE,I,17,36-22N-04EIM,1
FFEFE249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-23N-4EIM,NE,,,PAWNEE,160.0,,FEEFE249-9F96-E011-82A2-00155D28E806,100538.0,,,,,,,,"From intersection of Hwys 18 and 15, 1 mile West and 1 1/2 miles North to SE corner of property",23,N,4,E,36,NE,I,17,36-23N-04EIM,1
13F0E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-24N-4EIM ,NE,,,PAWNEE,160.0,,12F0E249-9F96-E011-82A2-00155D28E806,100542.0,,,,,,,,"From Ralston, 4 miles West and 1 mile North to NE corner of property - Hunting Potential",24,N,4,E,36,NE,I,17,36-24N-04EIM,1
90F0E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-11N-5EIM,NE,,,POTTAWATOMIE,160.0,,8FF0E249-9F96-E011-82A2-00155D28E806,100568.0,,,,,,,,"From intersection of Hwy 18 & Moccasin Trail Rd, North of Shawnee, 7 1/2 miles East on Moccasin Trail Rd to NW corner of lease",11,N,5,E,16,NE,I,17,16-11N-05EIM,1
A0F0E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-12N-5EIM,NE,,,LINCOLN,160.0,,9FF0E249-9F96-E011-82A2-00155D28E806,100576.0,,,,,,,,"From intersection of Hwys 62 and 99 in Prague, 4 3/4 miles West on Hwy 62 and 3/4 mile North to SE corner of property",12,N,5,E,16,NE,I,17,16-12N-05EIM,1
C1F0E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-13N-5EIM,NE,,,LINCOLN,160.0,,C0F0E249-9F96-E011-82A2-00155D28E806,100584.0,,,,,,,,"From intersection of Hwys 62 and 99 in Prague, 8 miles North on Hwy 99 and 6 miles West to NE corner of property",13,N,5,E,16,NE,I,17,16-13N-05EIM,1
D5F0E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-13N-5EIM ,NE,{47FBED6F-A423-4FA7-92C4-6512154843AD},00:00.0,LINCOLN,156.99,,D4F0E249-9F96-E011-82A2-00155D28E806,100588.0,,,,,,,,From intersection of Hwys 62 & 99 (in Prague) 5 1/2 miles North on Hwy 99 and 2 miles West to NE corner of lease,13,N,5,E,36,NE,I,17,36-13N-05EIM,1
E9F0E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-14N-5EIM ,NE,,,LINCOLN,160.0,,E8F0E249-9F96-E011-82A2-00155D28E806,100593.0,,,,,,,,"From SW corner of Davenport, 1 mile South to NE corner of property - Hunting/Recreation Potential",14,N,5,E,16,NE,I,17,16-14N-05EIM,1
8BF1E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-19N-5EIM,NE,,,PAYNE,160.0,,8AF1E249-9F96-E011-82A2-00155D28E806,100640.0,,,,,,,,"From intersection of Hwys 18 and 51, North of Cushing, 3 miles East and 2 miles South to NE corner of property",19,N,5,E,36,NE,I,17,36-19N-05EIM,1
9FF1E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-20N-5EIM,NE,,,PAWNEE,160.0,,9EF1E249-9F96-E011-82A2-00155D28E806,100648.0,,,,,,,,"From Payne/ Pawnee county line on Hwy 18, 3 miles North and 1/2 mile East to SW corner of property",20,N,5,E,16,NE,I,17,16-20N-05EIM,1
CFF1E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-22N-5EIM,NE,,,PAWNEE,160.0,,CEF1E249-9F96-E011-82A2-00155D28E806,100664.0,,,,,,,,"From intersection of Hwys 15 & 18, 1 mile South & 1 1/2 mles East to NW corner of lease",22,N,5,E,16,NE,I,17,16-22N-05EIM,1
DFF1E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-23N-5EIM,NE,,,PAWNEE,160.0,,DEF1E249-9F96-E011-82A2-00155D28E806,100669.0,,,,,,,,"From intersection of Hwys 18 & 15, 5 miles North & 1 mile East to NW corner of lease",23,N,5,E,16,NE,I,17,16-23N-05EIM,1
4FF2E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-15N-6EIM,NE,,,LINCOLN,160.0,,4EF2E249-9F96-E011-82A2-00155D28E806,100702.0,,,,,,,,"From intersection of Hwys 66 and 99 in Stroud, 1 1/2 miles North on Hwy 99 to SE corner of property",15,N,6,E,16,NE,I,17,16-15N-06EIM,1
92F2E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-18N-6EIM ,NE,,,PAYNE,160.0,,91F2E249-9F96-E011-82A2-00155D28E806,100719.0,,,,,,,,"From intersection of Hwy 51 and C Street in Yale, 2 miles East and 5 miles South to NE corner of lease",18,N,6,E,16,NE,I,17,16-18N-06EIM,1
B0F2E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-19N-6EIM,NE,,,PAYNE,160.0,,AFF2E249-9F96-E011-82A2-00155D28E806,100724.0,,,,,,,,"From intersection of Norfolk road and Hwy 51, 3 miles East and 1/2 mile North to SE corner of lease",19,N,6,E,16,NE,I,17,16-19N-06EIM,1
D9F2E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-20N-6EIM,NE,,,PAWNEE,160.0,,D8F2E249-9F96-E011-82A2-00155D28E806,100737.0,,,,,,,,"From Jennings, 2 miles West and 1/2 mile South to NE corner of property",20,N,6,E,36,NE,I,17,36-20N-06EIM,1
EAF2E249-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-21N-6EIM,NE,,,PAWNEE,160.0,,E9F2E249-9F96-E011-82A2-00155D28E806,100741.0,,,,,,,,"From intersection of Maramec Rd and Hwy 64, 1 mile East, 1 mile North and 1/2 mile East to NW corner of property",21,N,6,E,16,NE,I,17,16-21N-06EIM,1
9351DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-22N-6EIM,NE,,,PAWNEE,160.0,,9251DD4F-9F96-E011-82A2-00155D28E806,100750.0,,,,,,,,"From Skeedee, 1 1/2 miles  East, 1 mile North and 1/2 mile East to NW  corner of lease",22,N,6,E,16,NE,I,17,16-22N-06EIM,1
A451DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-22N-6EIM,NE,,,PAWNEE,160.0,,A351DD4F-9F96-E011-82A2-00155D28E806,100755.0,,,,,,,,"From intersection of Blackburn Road and Hwy 64, 3 3/4 miles North to SE corner of property",22,N,6,E,36,NE,I,17,36-22N-06EIM,1
D651DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-21N-7EIM ,NE,,,PAWNEE,160.0,,D551DD4F-9F96-E011-82A2-00155D28E806,100770.0,,,,,,,,"From intersection of Terlton Road and Hwy 64, 2 1/2 miles South on Terlton Road to NE corner of property",21,N,7,E,36,NE,I,17,36-21N-07EIM,1
F251DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-20N-8EIM,NE,,,PAWNEE,160.0,,F151DD4F-9F96-E011-82A2-00155D28E806,100776.0,,,,,,,,"From Terlton, 1/2 mile East, 1 mile North, 2 miles East and 1/2 mile North to SE corner of property",20,N,8,E,16,NE,I,17,16-20N-08EIM,1
2152DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-20N-9EIM,NE,,,PAWNEE,160.0,,2052DD4F-9F96-E011-82A2-00155D28E806,100792.0,,,,,,,,Northwest corner of NE/4 is located at Westport exit on Cimarron turnpike,20,N,9,E,16,NE,I,17,16-20N-09EIM,1
4F52DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-10N-1WIM,NE,,,CLEVELAND,160.0,,4E52DD4F-9F96-E011-82A2-00155D28E806,100812.0,,,,,,,,NE corner of property is located at SW corner of intersection of SE 119th St and Hiwassee road (Hunting/Recreation Potential),10,N,1,W,16,NE,I,17,16-10N-01WIM,1
8F52DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-14N-1WIM,NE,,,OKLAHOMA,160.0,,8E52DD4F-9F96-E011-82A2-00155D28E806,100824.0,,,,,,,,"From intersection of Hwy 66 and Hiawassee, 2 miles North to NE corner of lease",14,N,1,W,16,NE,I,17,16-14N-01WIM,1
AA52DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-16N-1WIM,NE,,,LOGAN,160.0,,A952DD4F-9F96-E011-82A2-00155D28E806,100836.0,,,,,,,,"From intersection of I-35 and Hwy 105, East of Guthrie, 4 miles East on Hwy 105 to NW corner of lease",16,N,1,W,16,NE,I,17,16-16N-01WIM,1
B452DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-17N-1WIM,NE,,,LOGAN,160.0,,B352DD4F-9F96-E011-82A2-00155D28E806,100844.0,,,,,,,,"From West edge of Langston University on mile line, 2 miles West on Hwy 33 and 1/2 mile North to SE corner of lease on West side of road",17,N,1,W,16,NE,I,17,16-17N-01WIM,1
1653DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-21N-1WIM,NE,,,NOBLE,160.0,,1553DD4F-9F96-E011-82A2-00155D28E806,100876.0,,,,,,,,"From intersection of Hwys 64 and 86 in Perry, 2 miles East and 2 miles South to NE corner of property",21,N,1,W,36,NE,I,17,36-21N-01WIM,1
3753DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 16-24N-1WIM,NE,,,NOBLE,160.0,,3653DD4F-9F96-E011-82A2-00155D28E806,100882.0,,,,,,,,"From Billings, 1 mile North, 8 miles East and 1/2 mile North to SE corner of property",24,N,1,W,16,NE,I,17,16-24N-01WIM,1
4C53DD4F-9F96-E011-82A2-00155D28E806,Agricultural,NE/4 SEC 36-24N-1WIM ,NE,,,NOBLE,160.0,,4B53DD4F-9F96-E011-82A2-00155D28E806,100886.0,,,,,,,,"From intersection of Hwys 156 and 77, 3 miles South, 2 miles East and 1/2 mile North to SE corner of property",24,N,1,W,36,NE,I,17,36-24N-01WIM,1
B4F581A9-9F96-E011-82A2-00155D28E806,Agricultural,N/2NW/4 SEC 4-9N-26WIM,NWNW,,,BECKHAM,80.0,,B3F581A9-9F96-E011-82A2-00155D28E806,307612.0,,,,,,,,"From downtown Texola, 1 1/2 miles East and 4 miles North to SW corner of Section 4",9,N,26,W,4,NW,I,17,04-09N-26WIM,1
B4F581A9-9F96-E011-82A2-00155D28E806,Agricultural,N/2NW/4 SEC 4-9N-26WIM,NENW,,,BECKHAM,80.0,,B3F581A9-9F96-E011-82A2-00155D28E806,307612.0,,,,,,,,"From downtown Texola, 1 1/2 miles East and 4 miles North to SW corner of Section 4",9,N,26,W,4,NW,I,17,04-09N-26WIM,1
